date,time,symbol,expiry,strike,put_call,side,spot,size,price,premium,sweep_block_split,volume,open_int,conds
02/09/2024,03:59:48 PM,SPY,02/16/2024,502,call,mid,501.20,160,$2.70,$43.4K,sweep,18947,10107,
02/09/2024,03:59:44 PM,SPY,02/12/2024,501,put,bid,501.25,405,$0.95,$38.5K,sweep,68960,59,opening
02/09/2024,03:59:36 PM,SPY,04/19/2024,524,call,ask,501.19,303,$2.87,$87K,sweep,311,285,opening
02/09/2024,03:59:36 PM,SPY,03/15/2024,515,call,ask,501.19,264,$2.27,$59.9K,sweep,7332,13002,
02/09/2024,03:59:34 PM,SPY,02/12/2024,501,call,above,501.15,312,$1.24,$39K,sweep,127696,3705,
02/09/2024,03:59:34 PM,SPY,03/15/2024,494,put,bid,501.15,200,$3.67,$73.4K,sweep,3968,5745,
02/09/2024,03:59:31 PM,SPY,02/09/2024,500,call,above,501.17,208,$1.21,$25.3K,sweep,563892,45384,
02/09/2024,03:59:29 PM,SPY,02/12/2024,501,call,mid,501.16,204,$1.24,$25.3K,sweep,127273,3705,
02/09/2024,03:59:25 PM,SPY,02/16/2024,502,put,bid,501.14,167,$3.00,$50.1K,sweep,6607,385,
02/09/2024,03:59:23 PM,SPY,02/16/2024,500,put,mid,501.13,215,$2.10,$45.2K,sweep,35155,7764,
02/09/2024,03:59:18 PM,SPY,03/15/2024,470,put,ask,501.15,1000,$0.92,$92K,sweep,11911,65385,
02/09/2024,03:59:17 PM,SPY,02/12/2024,500,call,ask,501.12,304,$1.85,$56.2K,sweep,173636,9704,
02/09/2024,03:59:12 PM,SPY,04/19/2024,525,call,ask,501.08,2000,$2.64,$528K,sweep,3454,6117,
02/09/2024,03:59:02 PM,SPY,02/23/2024,498,put,bid,501.06,185,$2.25,$41.6K,split,2747,6373,
02/09/2024,03:59:01 PM,SPY,04/19/2024,490,put,ask,501.06,207,$5.31,$109.9K,sweep,7791,9654,
02/09/2024,03:58:52 PM,SPY,02/16/2024,502,call,ask,501.09,186,$2.66,$49.5K,sweep,18586,10107,
02/09/2024,03:58:52 PM,SPY,02/16/2024,501,call,ask,501.08,200,$3.19,$63.8K,block,37364,37848,
02/09/2024,03:58:30 PM,SPY,02/09/2024,500,call,ask,501.07,788,$1.09,$85.9K,block,563074,45384,
02/09/2024,03:58:16 PM,SPY,03/15/2024,494,put,bid,501.00,200,$3.72,$74.4K,sweep,3761,5745,
02/09/2024,03:58:09 PM,SPY,02/12/2024,501,call,mid,501.06,216,$1.21,$26.2K,sweep,126342,3705,
02/09/2024,03:57:58 PM,SPY,12/20/2024,270,put,ask,501.06,500,$1.07,$53.5K,sweep,537,11253,
02/09/2024,03:57:43 PM,SPY,02/13/2024,502,put,ask,501.02,200,$2.37,$47.4K,block,6700,472,
02/09/2024,03:57:40 PM,SPY,02/29/2024,512,call,ask,501.00,232,$1.30,$30.2K,sweep,1095,3626,
02/09/2024,03:57:21 PM,SPY,02/16/2024,505,call,ask,501.06,239,$1.42,$33.9K,sweep,31363,17050,
02/09/2024,03:57:17 PM,SPY,02/12/2024,501,put,ask,501.06,400,$1.08,$43.2K,sweep,67243,59,opening
02/09/2024,03:57:08 PM,SPY,02/09/2024,501,call,bid,501.07,1271,$0.22,$28K,sweep,408052,19179,
02/09/2024,03:57:08 PM,SPY,02/16/2024,501,call,ask,501.07,161,$3.19,$51.4K,sweep,36855,37848,
02/09/2024,03:57:06 PM,SPY,02/16/2024,503,call,ask,501.06,216,$2.18,$47.1K,sweep,13858,1550,
02/09/2024,03:57:05 PM,SPY,02/16/2024,498,put,ask,501.06,174,$1.48,$25.8K,sweep,20153,5474,
02/09/2024,03:57:04 PM,SPY,02/16/2024,500,put,ask,501.08,384,$2.14,$82.2K,sweep,34634,7764,
02/09/2024,03:57:00 PM,SPY,02/16/2024,498,put,ask,501.07,261,$1.47,$38.4K,sweep,19979,5474,
02/09/2024,03:56:51 PM,SPY,02/12/2024,501,call,mid,501.15,241,$1.24,$30.1K,sweep,125715,3705,
02/09/2024,03:56:51 PM,SPY,12/20/2024,250,put,ask,501.15,1749,$0.86,$150.4K,block,1749,13430,
02/09/2024,03:56:36 PM,SPY,02/16/2024,501,call,mid,501.05,164,$3.16,$51.8K,sweep,36691,37848,
02/09/2024,03:56:30 PM,SPY,02/16/2024,501,put,ask,501.10,214,$2.54,$54.4K,sweep,15094,618,
02/09/2024,03:56:23 PM,SPY,02/12/2024,501,call,bid,501.18,248,$1.26,$31.5K,sweep,124976,3705,
02/09/2024,03:56:16 PM,SPY,09/20/2024,250,put,ask,501.20,1000,$0.50,$50K,split,1020,1719,
02/09/2024,03:56:05 PM,SPY,02/12/2024,501,call,ask,501.17,203,$1.27,$25.8K,sweep,124612,3705,
02/09/2024,03:56:03 PM,SPY,08/16/2024,300,put,ask,501.21,500,$0.67,$33.5K,sweep,728,527,
02/09/2024,03:55:59 PM,SPY,02/13/2024,502,call,ask,501.21,400,$1.62,$64.8K,sweep,21673,3132,
02/09/2024,03:55:57 PM,SPY,02/09/2024,500,call,ask,501.22,344,$1.22,$42K,block,561449,45384,
02/09/2024,03:55:56 PM,SPY,02/12/2024,502,call,ask,501.19,1399,$0.79,$110.5K,sweep,73341,3056,
02/09/2024,03:55:56 PM,SPY,02/12/2024,503,call,ask,501.19,3027,$0.46,$139.2K,sweep,61061,1294,opening
02/09/2024,03:55:56 PM,SPY,02/12/2024,499,put,ask,501.19,672,$0.41,$27.6K,sweep,80923,4037,
02/09/2024,03:55:53 PM,SPY,02/12/2024,502,call,bid,501.19,500,$0.78,$39K,sweep,71936,3056,
02/09/2024,03:55:45 PM,SPY,07/19/2024,300,put,ask,501.21,1000,$0.50,$50K,block,1056,1409,
02/09/2024,03:55:28 PM,SPY,02/13/2024,502,call,bid,501.20,171,$1.60,$27.4K,sweep,21459,3132,
02/09/2024,03:55:26 PM,SPY,02/16/2024,503,put,ask,501.19,175,$3.51,$61.4K,sweep,870,7,opening
02/09/2024,03:55:24 PM,SPY,02/12/2024,500,put,bid,501.20,700,$0.63,$44.1K,sweep,93501,1413,
02/09/2024,03:55:23 PM,SPY,02/12/2024,502,call,bid,501.19,448,$0.79,$35.4K,sweep,71103,3056,
02/09/2024,03:55:19 PM,SPY,03/15/2024,492,put,ask,501.19,200,$3.18,$63.6K,block,5159,3663,
02/09/2024,03:55:17 PM,SPY,02/12/2024,502,call,below,501.28,320,$0.80,$25.7K,sweep,70615,3056,
02/09/2024,03:55:16 PM,SPY,06/28/2024,300,put,ask,501.28,1000,$0.39,$39K,sweep,1075,1405,
02/09/2024,03:55:14 PM,SPY,02/12/2024,501,call,mid,501.29,214,$1.32,$28.4K,sweep,123852,3705,
02/09/2024,03:55:12 PM,SPY,02/13/2024,502,call,bid,501.24,198,$1.62,$32.1K,sweep,21272,3132,
02/09/2024,03:55:11 PM,SPY,02/12/2024,501,call,above,501.21,686,$1.30,$89.3K,sweep,123638,3705,
02/09/2024,03:55:11 PM,SPY,02/09/2024,501,call,mid,501.21,711,$0.36,$25.8K,sweep,403804,19179,
02/09/2024,03:55:10 PM,SPY,02/16/2024,505,call,mid,501.18,400,$1.43,$57.2K,block,31055,17050,
02/09/2024,03:55:10 PM,SPY,06/21/2024,405,put,bid,501.16,537,$1.48,$79.5K,sweep,7559,25272,
02/09/2024,03:55:08 PM,SPY,03/15/2024,496,call,ask,501.11,200,$11.39,$227.8K,sweep,396,3785,
02/09/2024,03:55:07 PM,SPY,06/21/2024,300,put,ask,501.11,1000,$0.35,$35K,sweep,1139,35281,
02/09/2024,03:55:05 PM,SPY,02/12/2024,501,call,mid,501.12,236,$1.23,$29K,sweep,122830,3705,
02/09/2024,03:55:02 PM,SPY,02/09/2024,500,call,mid,501.14,712,$1.14,$81.9K,sweep,560607,45384,
02/09/2024,03:55:00 PM,SPY,02/12/2024,502,call,above,501.00,559,$0.75,$41.9K,sweep,70211,3056,
02/09/2024,03:54:50 PM,SPY,02/12/2024,501,call,ask,500.92,352,$1.14,$40.1K,sweep,122281,3705,
02/09/2024,03:54:31 PM,SPY,12/20/2024,360,put,ask,500.96,1000,$2.95,$295K,sweep,1176,9508,
02/09/2024,03:54:28 PM,SPY,02/16/2024,504,call,below,501.02,158,$1.72,$27.3K,sweep,14522,41862,
02/09/2024,03:54:01 PM,SPY,03/15/2024,510,call,bid,500.99,150,$3.69,$55.4K,sweep,7869,16376,
02/09/2024,03:53:51 PM,SPY,02/16/2024,505,call,bid,501.04,263,$1.40,$36.8K,split,30243,17050,
02/09/2024,03:53:34 PM,SPY,02/12/2024,501,call,ask,501.03,264,$1.20,$31.7K,sweep,121392,3705,
02/09/2024,03:53:34 PM,SPY,02/16/2024,500,put,ask,501.03,350,$2.15,$75.3K,sweep,33711,7764,
02/09/2024,03:53:24 PM,SPY,02/16/2024,495,put,ask,501.06,350,$0.83,$29.1K,sweep,35726,13400,
02/09/2024,03:53:22 PM,SPY,02/12/2024,501,call,mid,501.10,234,$1.22,$28.8K,sweep,121101,3705,
02/09/2024,03:53:14 PM,SPY,02/14/2024,502,call,ask,501.14,200,$1.94,$38.8K,split,13431,5319,
02/09/2024,03:53:09 PM,SPY,02/16/2024,501,call,ask,501.08,500,$3.19,$159.5K,split,36100,37848,
02/09/2024,03:53:08 PM,SPY,02/13/2024,499,put,ask,501.12,306,$1.05,$32.1K,sweep,15088,1478,
02/09/2024,03:53:08 PM,SPY,02/12/2024,500,call,bid,501.12,153,$1.85,$28.3K,sweep,171893,9704,
02/09/2024,03:53:06 PM,SPY,02/16/2024,505,call,mid,501.13,400,$1.42,$56.8K,block,29907,17050,
02/09/2024,03:52:46 PM,SPY,06/21/2024,451,put,bid,501.02,155,$3.46,$53.6K,sweep,1187,2496,
02/09/2024,03:52:46 PM,SPY,02/23/2024,499,put,bid,501.03,250,$2.60,$65K,sweep,2717,2519,
02/09/2024,03:52:40 PM,SPY,02/09/2024,501,call,bid,500.97,1182,$0.22,$27.2K,sweep,398167,19179,
02/09/2024,03:52:24 PM,SPY,04/30/2024,448,put,bid,501.00,1000,$1.57,$157K,sweep,1034,498,opening
02/09/2024,03:52:19 PM,SPY,06/21/2024,454,put,bid,501.03,152,$3.69,$56.1K,block,315,422,
02/09/2024,03:52:18 PM,SPY,06/21/2024,444,put,bid,501.03,322,$3.00,$96.6K,sweep,335,1149,
02/09/2024,03:52:17 PM,SPY,04/30/2024,442,put,ask,501.05,900,$1.36,$122.4K,sweep,903,1181,
02/09/2024,03:52:12 PM,SPY,02/16/2024,505,call,bid,501.01,258,$1.40,$36.1K,split,29421,17050,
02/09/2024,03:52:11 PM,SPY,02/16/2024,497,put,ask,501.04,281,$1.22,$34.3K,sweep,22969,5058,
02/09/2024,03:52:05 PM,SPY,06/20/2025,595,call,ask,501.06,150,$7.98,$119.7K,sweep,673,3870,
02/09/2024,03:52:03 PM,SPY,02/12/2024,501,call,above,501.00,215,$1.20,$25.9K,sweep,119285,3705,
02/09/2024,03:52:01 PM,SPY,02/12/2024,501,call,mid,500.97,339,$1.17,$39.7K,sweep,119065,3705,
02/09/2024,03:52:00 PM,SPY,02/12/2024,500,call,above,500.91,194,$1.74,$33.9K,sweep,171428,9704,
02/09/2024,03:51:56 PM,SPY,02/13/2024,502,put,mid,500.88,200,$2.43,$48.7K,split,5801,472,
02/09/2024,03:51:55 PM,SPY,02/13/2024,498,put,ask,500.90,789,$0.84,$66.3K,split,16393,3478,
02/09/2024,03:51:54 PM,SPY,02/13/2024,498,put,bid,500.92,511,$0.84,$42.9K,sweep,15604,3478,
02/09/2024,03:51:50 PM,SPY,03/01/2024,494,put,ask,500.91,170,$2.07,$35.2K,split,1537,2591,
02/09/2024,03:51:44 PM,SPY,02/23/2024,498,put,bid,500.91,185,$2.31,$42.7K,sweep,2505,6373,
02/09/2024,03:51:19 PM,SPY,03/22/2024,478,put,bid,500.87,1156,$1.86,$215K,sweep,1177,38,opening
02/09/2024,03:51:03 PM,SPY,02/16/2024,500,call,bid,500.85,151,$3.65,$55.1K,sweep,91873,31444,
02/09/2024,03:51:00 PM,SPY,02/12/2024,501,call,mid,500.91,305,$1.13,$34.7K,sweep,117948,3705,
02/09/2024,03:50:41 PM,SPY,02/09/2024,500,call,mid,500.91,981,$0.94,$93.2K,sweep,556840,45384,
02/09/2024,03:50:32 PM,SPY,03/15/2024,494,put,bid,500.86,200,$3.75,$75K,sweep,3530,5745,
02/09/2024,03:50:21 PM,SPY,02/16/2024,501,call,bid,500.79,1000,$3.02,$302K,sweep,35470,37848,
02/09/2024,03:50:15 PM,SPY,06/28/2024,520,call,ask,500.74,1490,$9.62,$1.4M,split,7766,5457,
02/09/2024,03:50:13 PM,SPY,02/12/2024,501,call,mid,500.72,239,$1.05,$25.2K,sweep,117304,3705,
02/09/2024,03:50:03 PM,SPY,02/14/2024,502,call,bid,500.73,201,$1.74,$35K,sweep,13206,5319,
02/09/2024,03:49:44 PM,SPY,02/16/2024,502,call,ask,500.82,500,$2.53,$126.5K,sweep,17400,10107,
02/09/2024,03:49:05 PM,SPY,06/28/2024,520,call,ask,500.86,710,$9.66,$685.9K,block,6176,5457,
02/09/2024,03:48:45 PM,SPY,02/16/2024,503,call,bid,500.81,204,$2.07,$42.2K,sweep,13062,1550,
02/09/2024,03:48:41 PM,SPY,06/28/2024,520,call,ask,500.81,2000,$9.66,$1.9M,split,5466,5457,
02/09/2024,03:48:14 PM,SPY,02/14/2024,502,put,bid,500.80,217,$2.77,$60.1K,sweep,3278,22,opening
02/09/2024,03:48:11 PM,SPY,03/15/2024,516,call,ask,500.81,485,$1.95,$94.6K,block,1998,4281,
02/09/2024,03:48:03 PM,SPY,04/19/2024,471,put,bid,500.83,400,$2.59,$103.6K,split,748,13954,
02/09/2024,03:47:56 PM,SPY,02/15/2024,509,call,bid,500.80,1477,$0.32,$47.3K,sweep,1809,69,opening
02/09/2024,03:47:26 PM,SPY,02/16/2024,500,put,ask,500.85,300,$2.23,$66.9K,split,32549,7764,
02/09/2024,03:46:46 PM,SPY,02/16/2024,502,put,ask,500.87,183,$3.17,$58K,sweep,5474,385,
02/09/2024,03:46:39 PM,SPY,02/29/2024,513,call,bid,500.87,275,$1.10,$30.3K,sweep,352,323,
02/09/2024,03:46:37 PM,SPY,02/20/2024,506,call,ask,500.85,198,$1.37,$27.1K,sweep,922,486,
02/09/2024,03:46:37 PM,SPY,02/12/2024,502,call,ask,500.78,374,$0.67,$25.1K,sweep,66569,3056,
02/09/2024,03:46:37 PM,SPY,02/16/2024,502,put,mid,500.78,208,$3.20,$66.7K,sweep,5291,385,
02/09/2024,03:46:37 PM,SPY,02/16/2024,501,call,ask,500.78,222,$3.04,$67.5K,sweep,34366,37848,
02/09/2024,03:46:37 PM,SPY,02/16/2024,500,call,ask,500.78,249,$3.61,$89.9K,sweep,91505,31444,
02/09/2024,03:46:36 PM,SPY,02/12/2024,501,call,above,500.78,346,$1.08,$37.6K,sweep,115348,3705,
02/09/2024,03:46:30 PM,SPY,03/15/2024,508,put,ask,500.80,200,$9.93,$198.6K,block,211,26,opening
02/09/2024,03:45:58 PM,SPY,02/09/2024,502,put,bid,500.75,201,$1.26,$25.3K,block,68056,964,
02/09/2024,03:45:50 PM,SPY,02/16/2024,505,call,ask,500.77,400,$1.35,$54K,sweep,28412,17050,
02/09/2024,03:45:50 PM,SPY,02/21/2024,505,call,bid,500.77,159,$1.95,$31K,block,5982,0,opening
02/09/2024,03:45:43 PM,SPY,02/12/2024,501,put,bid,500.79,214,$1.22,$26.1K,sweep,61796,59,opening
02/09/2024,03:45:42 PM,SPY,03/15/2024,485,put,ask,500.82,2495,$2.08,$519K,sweep,27388,53027,
02/09/2024,03:45:36 PM,SPY,02/12/2024,501,call,mid,500.85,312,$1.11,$34.9K,sweep,114585,3705,
02/09/2024,03:45:34 PM,SPY,02/12/2024,500,call,ask,500.82,200,$1.69,$33.8K,sweep,170580,9704,
02/09/2024,03:45:33 PM,SPY,02/16/2024,504,call,mid,500.80,156,$1.69,$26.4K,sweep,13910,41862,
02/09/2024,03:45:32 PM,SPY,02/16/2024,501,call,ask,500.78,253,$3.03,$76.7K,sweep,34061,37848,
02/09/2024,03:45:29 PM,SPY,02/13/2024,499,put,bid,500.77,320,$1.16,$37.1K,block,14538,1478,
02/09/2024,03:45:25 PM,SPY,02/14/2024,500,put,mid,500.74,200,$1.82,$36.4K,block,11266,453,
02/09/2024,03:45:08 PM,SPY,02/09/2024,501,put,below,500.77,769,$0.39,$30.4K,sweep,222888,1621,
02/09/2024,03:44:59 PM,SPY,02/09/2024,502,put,mid,500.79,323,$1.23,$40K,sweep,67525,964,
02/09/2024,03:44:58 PM,SPY,02/12/2024,500,put,mid,500.79,582,$0.79,$46.5K,sweep,87823,1413,
02/09/2024,03:44:53 PM,SPY,02/13/2024,490,put,ask,500.80,20151,$0.12,$241.8K,sweep,30778,2076,opening highly_un
02/09/2024,03:44:53 PM,SPY,02/13/2024,490,put,ask,500.80,8053,$0.12,$96.6K,sweep,31276,2076,opening highly_un
02/09/2024,03:44:41 PM,SPY,02/16/2024,500,call,mid,500.79,500,$3.60,$180K,sweep,90022,31444,
02/09/2024,03:44:37 PM,SPY,02/16/2024,505,call,bid,500.79,205,$1.35,$27.7K,split,27837,17050,
02/09/2024,03:44:34 PM,SPY,02/12/2024,501,put,ask,500.79,206,$1.23,$25.3K,sweep,60743,59,opening
02/09/2024,03:44:27 PM,SPY,02/13/2024,500,put,ask,500.79,200,$1.51,$30.4K,sweep,21538,1969,
02/09/2024,03:44:27 PM,SPY,02/12/2024,501,put,mid,500.79,301,$1.22,$36.7K,sweep,60509,59,opening
02/09/2024,03:44:27 PM,SPY,02/16/2024,502,call,bid,500.79,200,$2.52,$50.4K,sweep,16507,10107,
02/09/2024,03:44:25 PM,SPY,02/12/2024,501,put,ask,500.83,517,$1.21,$62.6K,sweep,60207,59,opening
02/09/2024,03:44:20 PM,SPY,02/21/2024,505,call,bid,500.84,228,$1.97,$44.9K,sweep,5823,0,opening
02/09/2024,03:44:20 PM,SPY,02/12/2024,502,put,ask,500.84,218,$1.79,$39K,sweep,13121,385,
02/09/2024,03:44:15 PM,SPY,02/16/2024,504,call,bid,500.85,200,$1.71,$34.2K,split,13642,41862,
02/09/2024,03:44:11 PM,SPY,02/12/2024,501,call,mid,500.82,297,$1.10,$32.8K,sweep,113496,3705,
02/09/2024,03:44:08 PM,SPY,02/13/2024,487,put,ask,500.87,29611,$0.08,$236.9K,sweep,30763,954,opening highly_un
02/09/2024,03:44:02 PM,SPY,02/16/2024,504,call,bid,500.84,300,$1.70,$51K,block,13442,41862,
02/09/2024,03:43:33 PM,SPY,02/12/2024,501,put,ask,500.84,341,$1.20,$40.9K,sweep,59219,59,opening
02/09/2024,03:43:18 PM,SPY,02/16/2024,492,put,ask,500.90,811,$0.49,$39.7K,block,28088,15264,
02/09/2024,03:43:18 PM,SPY,02/16/2024,492,put,ask,500.90,19042,$0.48,$932.9K,sweep,31410,15264,opening
02/09/2024,03:43:17 PM,SPY,04/19/2024,496,put,bid,500.91,246,$6.98,$171.7K,split,752,1059,
02/09/2024,03:43:05 PM,SPY,02/09/2024,499,call,bid,500.84,200,$1.84,$36.8K,block,231713,24621,
02/09/2024,03:42:19 PM,SPY,03/01/2024,483,put,bid,500.93,529,$0.75,$39.7K,sweep,1343,11294,
02/09/2024,03:42:19 PM,SPY,03/15/2024,470,put,bid,500.93,993,$0.92,$91.4K,sweep,10772,65385,
02/09/2024,03:42:19 PM,SPY,03/15/2024,469,put,bid,500.93,963,$0.88,$84.7K,sweep,1661,7451,
02/09/2024,03:42:12 PM,SPY,02/12/2024,498,put,ask,500.88,2105,$0.31,$65.3K,sweep,51821,4773,
02/09/2024,03:41:36 PM,SPY,02/12/2024,501,put,ask,500.93,300,$1.16,$34.8K,sweep,58115,59,opening
02/09/2024,03:41:31 PM,SPY,12/20/2024,350,put,mid,500.92,200,$2.62,$52.4K,block,424,17377,
02/09/2024,03:41:30 PM,SPY,02/09/2024,499,call,bid,500.97,425,$1.97,$83.7K,sweep,231470,24621,
02/09/2024,03:41:30 PM,SPY,02/15/2024,502,put,ask,500.97,150,$2.88,$43.2K,sweep,982,33,opening
02/09/2024,03:41:16 PM,SPY,08/16/2024,460,put,bid,501.00,627,$6.42,$402.5K,sweep,3675,5693,
02/09/2024,03:40:48 PM,SPY,03/15/2024,495,put,ask,501.00,186,$3.99,$74.2K,split,8584,8674,
02/09/2024,03:40:26 PM,SPY,02/16/2024,501,put,ask,501.03,157,$2.58,$40.5K,sweep,14031,618,
02/09/2024,03:40:20 PM,SPY,02/16/2024,496,put,ask,501.02,460,$0.99,$45.5K,sweep,12923,3791,
02/09/2024,03:40:15 PM,SPY,02/16/2024,503,call,mid,501.02,391,$2.16,$84.5K,block,12518,1550,
02/09/2024,03:39:38 PM,SPY,02/16/2024,505,call,bid,500.99,400,$1.40,$56K,sweep,27386,17050,
02/09/2024,03:39:16 PM,SPY,03/08/2024,502,put,bid,500.99,250,$5.50,$137.5K,block,4427,54,opening
02/09/2024,03:39:05 PM,SPY,02/12/2024,501,call,ask,500.96,262,$1.17,$30.9K,sweep,110822,3705,
02/09/2024,03:38:32 PM,SPY,02/23/2024,501,put,bid,500.96,250,$3.44,$86K,block,3406,72,opening
02/09/2024,03:37:51 PM,SPY,05/17/2024,465,put,bid,501.00,500,$3.26,$163K,sweep,4400,16784,
02/09/2024,03:37:39 PM,SPY,02/23/2024,501,put,bid,501.00,286,$3.42,$97.8K,split,3152,72,opening
02/09/2024,03:37:31 PM,SPY,02/23/2024,500,put,ask,501.01,236,$2.99,$70.6K,block,6315,2934,
02/09/2024,03:37:28 PM,SPY,02/09/2024,500,call,bid,501.04,601,$1.07,$64.3K,sweep,551108,45384,
02/09/2024,03:37:23 PM,SPY,03/08/2024,505,call,ask,501.06,175,$4.97,$87K,sweep,4766,7777,
02/09/2024,03:37:13 PM,SPY,02/16/2024,505,call,ask,501.00,262,$1.41,$36.9K,sweep,26917,17050,
02/09/2024,03:36:57 PM,SPY,02/16/2024,505,call,ask,500.97,180,$1.40,$25.2K,sweep,26550,17050,
02/09/2024,03:36:00 PM,SPY,04/19/2024,468,put,bid,500.95,405,$2.32,$94K,split,1143,12672,
02/09/2024,03:35:58 PM,SPY,03/01/2024,490,put,ask,500.95,375,$1.39,$52.1K,sweep,5871,5833,
02/09/2024,03:35:57 PM,SPY,06/21/2024,459,put,bid,500.95,199,$4.11,$81.8K,sweep,873,269,
02/09/2024,03:35:21 PM,SPY,02/16/2024,501,call,ask,500.92,500,$3.10,$155K,sweep,33261,37848,
02/09/2024,03:35:00 PM,SPY,02/09/2024,501,call,bid,500.86,2528,$0.22,$55.6K,sweep,380180,19179,
02/09/2024,03:34:54 PM,SPY,02/12/2024,501,call,bid,500.89,388,$1.14,$44.2K,sweep,109059,3705,
02/09/2024,03:34:39 PM,SPY,06/21/2024,455,put,bid,500.92,203,$3.77,$76.5K,block,657,22124,
02/09/2024,03:34:05 PM,SPY,02/16/2024,499,put,bid,500.88,200,$1.82,$36.4K,block,19162,3202,
02/09/2024,03:33:57 PM,SPY,02/16/2024,501,call,ask,500.93,500,$3.11,$155.5K,sweep,32758,37848,
02/09/2024,03:33:50 PM,SPY,02/09/2024,502,put,below,500.97,301,$1.05,$31.7K,sweep,64799,964,
02/09/2024,03:33:40 PM,SPY,02/12/2024,502,put,bid,500.90,265,$1.72,$45.6K,sweep,12046,385,
02/09/2024,03:33:36 PM,SPY,02/16/2024,500,put,ask,500.89,201,$2.21,$44.4K,sweep,31155,7764,
02/09/2024,03:33:24 PM,SPY,04/19/2024,527,call,ask,500.90,200,$2.21,$44.2K,split,208,112,opening
02/09/2024,03:33:24 PM,SPY,02/12/2024,501,put,mid,500.87,212,$1.18,$25.2K,sweep,56130,59,opening
02/09/2024,03:33:17 PM,SPY,02/12/2024,501,put,mid,500.82,305,$1.21,$37K,sweep,55890,59,opening
02/09/2024,03:32:58 PM,SPY,02/12/2024,501,put,mid,500.88,474,$1.18,$55.9K,sweep,55284,59,opening
02/09/2024,03:32:53 PM,SPY,02/16/2024,505,call,ask,500.84,800,$1.37,$109.6K,sweep,26195,17050,
02/09/2024,03:32:51 PM,SPY,02/12/2024,500,call,bid,500.84,499,$1.68,$83.8K,split,169268,9704,
02/09/2024,03:32:44 PM,SPY,02/16/2024,499,put,ask,500.86,206,$1.83,$37.7K,sweep,18852,3202,
02/09/2024,03:32:41 PM,SPY,02/16/2024,505,call,ask,500.87,406,$1.37,$55.6K,sweep,25252,17050,
02/09/2024,03:32:40 PM,SPY,02/09/2024,500,call,bid,500.86,2092,$0.91,$192.4K,sweep,548797,45384,
02/09/2024,03:32:38 PM,SPY,02/09/2024,499,call,bid,500.87,288,$1.88,$54.1K,sweep,230624,24621,
02/09/2024,03:32:38 PM,SPY,02/12/2024,501,put,mid,500.90,435,$1.17,$51K,sweep,54665,59,opening
02/09/2024,03:32:32 PM,SPY,02/09/2024,501,put,mid,500.87,2000,$0.35,$70K,sweep,211409,1621,opening
02/09/2024,03:32:31 PM,SPY,02/09/2024,500,call,bid,500.87,414,$0.92,$38.1K,sweep,546583,45384,
02/09/2024,03:32:25 PM,SPY,02/16/2024,502,put,bid,500.89,300,$3.14,$94.2K,split,4554,385,
02/09/2024,03:32:12 PM,SPY,02/13/2024,502,call,bid,500.92,261,$1.50,$39.2K,split,19469,3132,
02/09/2024,03:32:05 PM,SPY,02/09/2024,500,call,mid,500.94,293,$0.98,$28.8K,sweep,546050,45384,
02/09/2024,03:31:55 PM,SPY,02/16/2024,493,put,ask,500.94,3112,$0.56,$174.3K,sweep,17597,14379,
02/09/2024,03:31:55 PM,SPY,02/16/2024,490,put,ask,500.94,794,$0.33,$26.2K,sweep,56959,36410,
02/09/2024,03:31:45 PM,SPY,02/09/2024,500,call,bid,500.95,591,$1.00,$59.7K,sweep,545619,45384,
02/09/2024,03:31:34 PM,SPY,02/09/2024,502,put,ask,500.99,627,$1.05,$65.8K,sweep,63450,964,
02/09/2024,03:31:15 PM,SPY,02/16/2024,501,call,bid,501.01,500,$3.14,$157K,sweep,32165,37848,
02/09/2024,03:31:05 PM,SPY,02/16/2024,505,call,bid,500.93,200,$1.40,$28K,block,24841,17050,
02/09/2024,03:30:48 PM,SPY,02/09/2024,499,call,bid,500.99,155,$2.00,$31K,sweep,229967,24621,
02/09/2024,03:29:05 PM,SPY,02/09/2024,502,put,bid,501.05,300,$0.99,$29.7K,sweep,61955,964,
02/09/2024,03:28:32 PM,SPY,02/23/2024,502,call,bid,501.02,174,$3.87,$67.3K,sweep,3623,66735,
02/09/2024,03:28:32 PM,SPY,02/16/2024,501,put,ask,501.02,153,$2.59,$39.6K,sweep,13589,618,
02/09/2024,03:28:01 PM,SPY,02/16/2024,499,put,ask,501.10,200,$1.75,$35K,block,18615,3202,
02/09/2024,03:27:45 PM,SPY,02/16/2024,503,put,above,501.04,175,$3.63,$63.5K,sweep,643,7,opening
02/09/2024,03:27:36 PM,SPY,02/16/2024,505,call,ask,501.03,234,$1.42,$33.2K,sweep,24428,17050,
02/09/2024,03:27:05 PM,SPY,04/19/2024,465,put,mid,501.05,300,$2.10,$63K,block,2337,49031,
02/09/2024,03:26:44 PM,SPY,02/09/2024,500,call,mid,501.05,549,$1.09,$60.2K,sweep,541999,45384,
02/09/2024,03:26:24 PM,SPY,02/16/2024,505,call,mid,501.13,270,$1.44,$39.1K,sweep,23903,17050,
02/09/2024,03:26:15 PM,SPY,02/16/2024,505,call,ask,501.14,395,$1.45,$57.3K,sweep,23632,17050,
02/09/2024,03:25:32 PM,SPY,02/09/2024,502,put,ask,501.08,503,$0.99,$50.3K,sweep,60572,964,
