date,time,symbol,expiry,strike,put_call,side,spot,size,price,premium,sweep_block_split,volume,open_int,conds
02/09/2024,03:25:15 PM,SPY,02/21/2024,505,call,bid,501.11,198,$2.06,$40.8K,sweep,5517,0,opening
02/09/2024,03:25:09 PM,SPY,02/29/2024,495,put,bid,501.19,200,$2.08,$41.6K,split,2439,4763,
02/09/2024,03:24:54 PM,SPY,02/16/2024,505,call,bid,501.15,250,$1.45,$36.3K,block,23133,17050,
02/09/2024,03:24:23 PM,SPY,02/21/2024,505,call,bid,501.09,176,$2.05,$36.1K,split,5319,0,opening
02/09/2024,03:24:11 PM,SPY,02/09/2024,502,put,mid,501.14,300,$0.92,$27.7K,sweep,59808,964,
02/09/2024,03:23:48 PM,SPY,02/16/2024,501,call,mid,501.09,520,$3.18,$165.4K,sweep,31112,37848,
02/09/2024,03:23:33 PM,SPY,02/09/2024,504,put,bid,501.08,160,$2.92,$46.7K,sweep,1025,48,opening unusual
02/09/2024,03:23:12 PM,SPY,04/30/2024,490,put,ask,501.06,200,$5.90,$118K,sweep,793,5690,
02/09/2024,03:23:06 PM,SPY,06/21/2024,540,call,bid,501.08,165,$3.48,$57.4K,block,698,10457,
02/09/2024,03:23:03 PM,SPY,06/21/2024,540,call,bid,501.10,264,$3.48,$91.9K,block,533,10457,
02/09/2024,03:22:53 PM,SPY,02/09/2024,502,put,mid,501.13,602,$0.94,$56.6K,sweep,59118,964,
02/09/2024,03:22:52 PM,SPY,02/09/2024,499,call,bid,501.14,302,$2.14,$64.6K,sweep,228738,24621,
02/09/2024,03:22:00 PM,SPY,03/15/2024,496,put,ask,501.27,174,$4.19,$72.9K,sweep,1977,4708,
02/09/2024,03:21:59 PM,SPY,02/15/2024,500,put,ask,501.27,200,$1.82,$36.4K,block,4823,1968,
02/09/2024,03:21:59 PM,SPY,03/15/2024,495,put,ask,501.27,204,$3.90,$79.6K,sweep,7911,8674,
02/09/2024,03:21:43 PM,SPY,05/17/2024,470,put,bid,501.26,278,$3.72,$103.4K,sweep,2701,7346,
02/09/2024,03:21:33 PM,SPY,05/17/2024,463,put,bid,501.26,152,$3.07,$46.7K,block,883,3170,
02/09/2024,03:21:33 PM,SPY,05/17/2024,462,put,bid,501.26,267,$2.99,$79.8K,sweep,498,1400,
02/09/2024,03:21:33 PM,SPY,04/19/2024,473,put,ask,501.27,4000,$2.71,$1.1M,sweep,8833,6792,
02/09/2024,03:21:28 PM,SPY,02/15/2024,500,put,ask,501.24,200,$1.83,$36.6K,block,4623,1968,
02/09/2024,03:21:00 PM,SPY,06/21/2024,459,put,bid,501.28,433,$4.07,$176.2K,sweep,674,269,opening
02/09/2024,03:21:00 PM,SPY,02/09/2024,501,call,ask,501.27,650,$0.47,$30.6K,sweep,359807,19179,
02/09/2024,03:20:51 PM,SPY,02/14/2024,500,put,ask,501.26,200,$1.62,$32.4K,sweep,10681,453,
02/09/2024,03:20:50 PM,SPY,02/16/2024,501,call,bid,501.27,1000,$3.27,$327K,sweep,30534,37848,
02/09/2024,03:20:48 PM,SPY,02/09/2024,502,put,mid,501.24,502,$0.84,$42.7K,sweep,58322,964,
02/09/2024,03:20:37 PM,SPY,02/16/2024,502,put,mid,501.23,300,$2.96,$88.8K,sweep,3808,385,
02/09/2024,03:20:09 PM,SPY,02/12/2024,501,call,mid,501.28,210,$1.34,$28.3K,sweep,105653,3705,
02/09/2024,03:20:09 PM,SPY,02/15/2024,500,put,ask,501.28,200,$1.82,$36.4K,block,4423,1968,
02/09/2024,03:19:23 PM,SPY,02/12/2024,501,call,bid,501.21,200,$1.31,$26.2K,sweep,105304,3705,
02/09/2024,03:19:15 PM,SPY,05/17/2024,511,put,ask,501.26,192,$15.11,$290.1K,sweep,413,0,opening
02/09/2024,03:19:12 PM,SPY,03/15/2024,494,put,ask,501.28,200,$3.62,$72.4K,block,3311,5745,
02/09/2024,03:19:01 PM,SPY,02/12/2024,501,call,ask,501.27,500,$1.35,$67.5K,sweep,105010,3705,
02/09/2024,03:18:59 PM,SPY,02/29/2024,503,call,bid,501.29,160,$4.56,$73K,split,421,769,
02/09/2024,03:18:45 PM,SPY,02/09/2024,500,call,bid,501.28,200,$1.31,$26.2K,split,539728,45384,
02/09/2024,03:18:03 PM,SPY,02/21/2024,505,call,bid,501.26,152,$2.11,$32.1K,split,5113,0,opening
02/09/2024,03:18:03 PM,SPY,02/16/2024,503,call,bid,501.27,150,$2.27,$34.1K,sweep,11663,1550,
02/09/2024,03:18:02 PM,SPY,02/09/2024,500,call,mid,501.30,207,$1.33,$27.7K,sweep,539439,45384,
02/09/2024,03:17:58 PM,SPY,02/09/2024,501,call,ask,501.30,547,$0.50,$27.4K,sweep,356507,19179,
02/09/2024,03:17:34 PM,SPY,02/22/2024,501,put,bid,501.27,175,$3.13,$54.8K,sweep,945,1,opening
02/09/2024,03:17:30 PM,SPY,02/12/2024,501,put,ask,501.27,403,$1.00,$40.7K,sweep,49502,59,opening
02/09/2024,03:17:21 PM,SPY,02/16/2024,499,put,bid,501.27,200,$1.69,$33.8K,block,18236,3202,
02/09/2024,03:17:11 PM,SPY,02/16/2024,505,call,bid,501.24,400,$1.47,$58.8K,block,22789,17050,
02/09/2024,03:17:05 PM,SPY,02/21/2024,505,call,bid,501.24,152,$2.10,$31.9K,split,4892,0,opening
02/09/2024,03:16:54 PM,SPY,02/22/2024,498,put,bid,501.27,203,$2.02,$41K,split,370,78,opening
02/09/2024,03:16:48 PM,SPY,02/22/2024,496,put,bid,501.25,200,$1.50,$30K,split,438,22,opening
02/09/2024,03:16:47 PM,SPY,02/09/2024,502,put,ask,501.23,600,$0.88,$52.8K,split,57324,964,
02/09/2024,03:16:33 PM,SPY,04/19/2024,470,put,bid,501.23,225,$2.44,$54.9K,sweep,5545,43984,
02/09/2024,03:16:33 PM,SPY,02/16/2024,505,call,ask,501.22,400,$1.47,$58.8K,block,22369,17050,
02/09/2024,03:16:26 PM,SPY,08/16/2024,460,put,bid,501.21,603,$6.39,$385.3K,sweep,3048,5693,
02/09/2024,03:16:10 PM,SPY,02/12/2024,500,call,ask,501.24,501,$1.97,$98.7K,sweep,167565,9704,
02/09/2024,03:16:09 PM,SPY,02/12/2024,500,call,bid,501.24,160,$1.94,$31K,sweep,167059,9704,
02/09/2024,03:16:04 PM,SPY,04/19/2024,468,put,bid,501.24,408,$2.28,$93K,split,693,12672,
02/09/2024,03:15:59 PM,SPY,02/16/2024,502,call,ask,501.21,200,$2.72,$54.4K,split,15316,10107,
02/09/2024,03:15:58 PM,SPY,02/16/2024,495,put,bid,501.22,994,$0.77,$76.5K,sweep,33106,13400,
02/09/2024,03:15:56 PM,SPY,02/16/2024,495,put,bid,501.22,1309,$0.78,$102.1K,block,32084,13400,
02/09/2024,03:15:54 PM,SPY,02/09/2024,501,put,mid,501.21,1025,$0.24,$25.6K,sweep,188851,1621,
02/09/2024,03:15:54 PM,SPY,02/16/2024,495,put,bid,501.21,1863,$0.78,$145.3K,sweep,30775,13400,
02/09/2024,03:15:53 PM,SPY,02/16/2024,495,put,bid,501.20,1481,$0.78,$115.5K,block,28912,13400,
02/09/2024,03:15:50 PM,SPY,04/19/2024,475,put,bid,501.19,200,$2.90,$58K,block,7279,18393,
02/09/2024,03:15:49 PM,SPY,02/16/2024,495,put,bid,501.19,1544,$0.78,$120.4K,sweep,27431,13400,
02/09/2024,03:15:49 PM,SPY,02/09/2024,499,call,above,501.19,257,$2.20,$56.6K,sweep,228150,24621,
02/09/2024,03:15:02 PM,SPY,02/13/2024,500,call,bid,501.11,200,$2.65,$53K,split,27367,5249,
02/09/2024,03:14:37 PM,SPY,02/09/2024,502,put,ask,501.10,305,$0.99,$30.2K,sweep,56499,964,
02/09/2024,03:13:45 PM,SPY,02/09/2024,502,put,above,501.03,300,$1.05,$31.6K,sweep,56031,964,
02/09/2024,03:13:09 PM,SPY,02/16/2024,504,call,bid,500.98,200,$1.74,$34.8K,block,12547,41862,
02/09/2024,03:13:03 PM,SPY,02/15/2024,500,put,above,500.98,200,$1.92,$38.4K,block,3960,1968,
02/09/2024,03:13:03 PM,SPY,02/16/2024,497,call,below,501.08,196,$5.80,$113.9K,split,7364,10391,
02/09/2024,03:13:03 PM,SPY,02/16/2024,501,put,above,501.08,263,$2.54,$67K,sweep,12984,618,
02/09/2024,03:12:44 PM,SPY,02/16/2024,505,call,bid,501.09,800,$1.43,$114.4K,sweep,21935,17050,
02/09/2024,03:12:38 PM,SPY,02/21/2024,505,call,bid,501.05,284,$2.03,$57.7K,block,4510,0,opening
02/09/2024,03:12:36 PM,SPY,02/09/2024,501,put,ask,501.09,1000,$0.31,$31K,sweep,185862,1621,
02/09/2024,03:12:27 PM,SPY,02/16/2024,495,put,bid,501.16,342,$0.77,$26.3K,block,25817,13400,
02/09/2024,03:12:27 PM,SPY,02/12/2024,501,call,mid,501.16,310,$1.28,$39.7K,sweep,102568,3705,
02/09/2024,03:12:15 PM,SPY,02/09/2024,501,call,bid,501.13,1005,$0.42,$42.2K,sweep,348636,19179,
02/09/2024,03:12:11 PM,SPY,02/15/2024,501,put,ask,501.13,200,$2.29,$45.8K,block,2664,35,opening
02/09/2024,03:12:08 PM,SPY,04/19/2024,475,put,bid,501.14,204,$2.90,$59.2K,split,7075,18393,
02/09/2024,03:12:06 PM,SPY,02/16/2024,498,put,mid,501.13,500,$1.41,$70.5K,block,18446,5474,
02/09/2024,03:12:04 PM,SPY,02/13/2024,502,call,ask,501.12,180,$1.60,$28.8K,block,18024,3132,
02/09/2024,03:12:03 PM,SPY,02/16/2024,498,put,ask,501.08,500,$1.42,$71K,sweep,17946,5474,
02/09/2024,03:11:52 PM,SPY,02/16/2024,503,call,ask,501.06,200,$2.17,$43.4K,block,11456,1550,
02/09/2024,03:11:42 PM,SPY,02/09/2024,500,call,below,501.16,211,$1.18,$25K,sweep,537021,45384,
02/09/2024,03:11:41 PM,SPY,02/16/2024,495,put,bid,501.16,458,$0.77,$35.3K,block,25465,13400,
02/09/2024,03:11:30 PM,SPY,02/16/2024,495,put,bid,501.16,1000,$0.77,$77K,block,25006,13400,
02/09/2024,03:11:25 PM,SPY,02/16/2024,494,put,bid,501.12,628,$0.64,$40.2K,sweep,13653,6757,
02/09/2024,03:11:19 PM,SPY,02/09/2024,501,put,bid,501.09,1099,$0.30,$33K,sweep,183666,1621,
02/09/2024,03:10:51 PM,SPY,02/13/2024,502,call,mid,501.10,200,$1.59,$31.8K,block,17795,3132,
02/09/2024,03:10:44 PM,SPY,02/09/2024,499,call,ask,501.08,150,$2.12,$31.8K,sweep,227671,24621,unusual
02/09/2024,03:10:25 PM,SPY,02/09/2024,501,call,mid,501.07,1192,$0.38,$46.5K,sweep,342933,19179,
02/09/2024,03:10:25 PM,SPY,02/12/2024,501,call,bid,501.08,205,$1.24,$25.4K,sweep,101210,3705,
02/09/2024,03:10:20 PM,SPY,02/16/2024,500,put,bid,501.09,200,$2.10,$42K,split,29877,7764,
02/09/2024,03:10:09 PM,SPY,02/12/2024,501,call,mid,501.05,205,$1.22,$25.2K,sweep,100940,3705,
02/09/2024,03:10:01 PM,SPY,02/23/2024,505,put,bid,501.02,970,$5.60,$543.2K,split,1262,70,opening
02/09/2024,03:08:01 PM,SPY,02/16/2024,497,put,ask,500.97,4537,$1.20,$544.4K,sweep,22016,5058,
02/09/2024,03:08:00 PM,SPY,02/12/2024,501,call,mid,500.99,242,$1.19,$28.8K,sweep,100171,3705,
02/09/2024,03:07:53 PM,SPY,02/16/2024,498,put,ask,501.01,200,$1.45,$29K,block,17150,5474,
02/09/2024,03:07:41 PM,SPY,02/09/2024,500,call,bid,500.98,458,$1.08,$49.5K,split,534523,45384,
02/09/2024,03:07:38 PM,SPY,02/09/2024,500,call,above,500.97,1063,$1.07,$114.5K,sweep,534065,45384,
02/09/2024,03:07:37 PM,SPY,02/16/2024,497,put,mid,500.98,569,$1.19,$67.7K,sweep,17310,5058,
02/09/2024,03:07:25 PM,SPY,02/13/2024,502,call,ask,500.99,200,$1.55,$31K,block,17516,3132,
02/09/2024,03:07:17 PM,SPY,02/09/2024,501,put,below,500.96,1076,$0.38,$40.9K,sweep,176720,1621,
02/09/2024,03:07:17 PM,SPY,02/16/2024,497,put,bid,500.96,3668,$1.21,$443.8K,split,16908,5058,
02/09/2024,03:07:17 PM,SPY,03/15/2024,500,put,bid,500.96,344,$5.69,$195.7K,block,21412,13725,
02/09/2024,03:07:15 PM,SPY,02/16/2024,497,put,bid,500.94,676,$1.21,$81.8K,block,13240,5058,
02/09/2024,03:07:05 PM,SPY,02/16/2024,497,put,mid,500.89,656,$1.21,$79.4K,sweep,12564,5058,
02/09/2024,03:07:00 PM,SPY,06/21/2024,525,call,bid,500.89,300,$7.40,$222K,block,4582,30022,
02/09/2024,03:06:56 PM,SPY,02/09/2024,501,put,mid,500.93,703,$0.40,$28.2K,sweep,175197,1621,
02/09/2024,03:06:50 PM,SPY,06/21/2024,525,call,bid,500.92,222,$7.41,$164.5K,sweep,4282,30022,
02/09/2024,03:05:49 PM,SPY,02/16/2024,504,call,bid,500.82,252,$1.69,$42.6K,split,12255,41862,
02/09/2024,03:05:45 PM,SPY,03/15/2024,493,put,mid,500.86,458,$3.46,$158.5K,block,3127,5012,
02/09/2024,03:05:43 PM,SPY,02/16/2024,505,call,bid,500.87,258,$1.37,$35.3K,split,20735,17050,
02/09/2024,03:05:37 PM,SPY,03/08/2024,482.5,put,ask,500.89,223,$1.14,$25.4K,block,537,2163,
02/09/2024,03:05:37 PM,SPY,03/08/2024,485,put,ask,500.89,209,$1.36,$28.4K,block,875,3907,
02/09/2024,03:05:37 PM,SPY,03/15/2024,489,put,ask,500.89,200,$2.61,$52.2K,block,3773,5378,
02/09/2024,03:05:37 PM,SPY,03/08/2024,494,put,ask,500.89,199,$2.77,$55.1K,sweep,1484,2482,
02/09/2024,03:05:37 PM,SPY,03/08/2024,495,put,ask,500.89,432,$3.01,$130K,sweep,5799,3122,
02/09/2024,03:05:37 PM,SPY,03/08/2024,505,call,ask,500.89,182,$4.86,$88.5K,sweep,4369,7777,
02/09/2024,03:05:37 PM,SPY,03/08/2024,500,call,ask,500.89,237,$7.57,$179.4K,sweep,1573,2051,
02/09/2024,03:05:37 PM,SPY,03/08/2024,484,put,ask,500.89,787,$1.26,$99.2K,sweep,1740,1881,
02/09/2024,03:05:37 PM,SPY,03/08/2024,500,put,ask,500.89,257,$4.64,$119.2K,sweep,4164,2061,
02/09/2024,03:05:37 PM,SPY,03/08/2024,490,put,ask,500.89,479,$1.99,$95.3K,sweep,9893,3350,
02/09/2024,03:05:37 PM,SPY,03/08/2024,482,put,ask,500.89,631,$1.10,$69.4K,sweep,1988,16940,
02/09/2024,03:05:37 PM,SPY,03/08/2024,486,put,ask,500.89,752,$1.46,$109.8K,sweep,1227,1243,
02/09/2024,03:05:37 PM,SPY,03/08/2024,507,call,ask,500.89,239,$4.00,$95.6K,sweep,1480,104,opening
02/09/2024,03:05:37 PM,SPY,03/08/2024,510,call,ask,500.89,216,$2.91,$62.9K,sweep,1660,7386,
02/09/2024,03:05:37 PM,SPY,03/08/2024,503,call,ask,500.89,194,$5.85,$113.5K,sweep,873,91,opening
02/09/2024,03:05:37 PM,SPY,03/08/2024,492,put,ask,500.89,205,$2.34,$48K,sweep,730,1189,
02/09/2024,03:05:13 PM,SPY,02/16/2024,505,call,ask,500.88,800,$1.38,$110.4K,sweep,20411,17050,
02/09/2024,03:05:08 PM,SPY,02/16/2024,501,call,ask,500.88,1000,$3.07,$307K,sweep,28714,37848,
02/09/2024,03:04:42 PM,SPY,02/12/2024,500,put,bid,500.81,500,$0.78,$39K,sweep,77265,1413,
02/09/2024,03:04:38 PM,SPY,02/09/2024,501,put,above,500.87,589,$0.44,$26.4K,sweep,170075,1621,
02/09/2024,03:04:24 PM,SPY,02/09/2024,502,put,mid,500.86,250,$1.21,$30.3K,sweep,53826,964,
02/09/2024,03:04:20 PM,SPY,02/09/2024,502,put,bid,500.86,299,$1.20,$35.9K,sweep,53568,964,
02/09/2024,03:03:51 PM,SPY,03/28/2024,480,put,bid,500.91,150,$2.33,$35K,block,5950,11253,
02/09/2024,03:03:27 PM,SPY,02/16/2024,499,put,bid,500.97,304,$1.78,$54.1K,sweep,16614,3202,
02/09/2024,03:03:26 PM,SPY,02/23/2024,510,call,bid,500.96,400,$1.05,$42K,split,2573,5145,
02/09/2024,03:03:21 PM,SPY,02/16/2024,504,call,bid,500.93,200,$1.74,$34.8K,block,11943,41862,
02/09/2024,03:03:21 PM,SPY,02/20/2024,506,call,bid,500.93,191,$1.40,$26.7K,split,701,486,
02/09/2024,03:03:13 PM,SPY,02/09/2024,502,put,mid,500.93,315,$1.15,$36.5K,sweep,52651,964,
02/09/2024,03:03:09 PM,SPY,02/16/2024,505,call,ask,500.92,800,$1.40,$112K,sweep,19543,17050,
02/09/2024,03:03:04 PM,SPY,02/16/2024,500,put,ask,500.94,200,$2.18,$43.6K,block,28896,7764,
02/09/2024,03:02:58 PM,SPY,02/12/2024,501,put,mid,500.89,275,$1.18,$32.5K,sweep,44116,59,opening
02/09/2024,03:02:50 PM,SPY,02/12/2024,501,put,above,500.97,387,$1.14,$44.4K,sweep,43750,59,opening
02/09/2024,03:02:40 PM,SPY,02/09/2024,502,put,bid,501.01,1008,$1.07,$107.9K,sweep,51596,964,opening
02/09/2024,03:02:28 PM,SPY,02/13/2024,500,put,bid,501.07,200,$1.42,$28.4K,block,19383,1969,
02/09/2024,03:02:22 PM,SPY,02/09/2024,501,call,bid,501.03,688,$0.38,$26.8K,sweep,327681,19179,
02/09/2024,03:02:21 PM,SPY,03/22/2024,463,call,bid,501.05,198,$41.23,$816.4K,sweep,198,140,opening
02/09/2024,03:02:13 PM,SPY,02/23/2024,496,put,bid,501.05,157,$1.69,$26.5K,block,953,1854,
02/09/2024,03:02:12 PM,SPY,02/23/2024,491,put,bid,501.03,468,$0.85,$39.8K,sweep,2938,3002,
02/09/2024,03:02:12 PM,SPY,02/20/2024,490,put,bid,501.02,12828,$0.44,$564.4K,sweep,14445,1249,opening highly_un
02/09/2024,03:01:49 PM,SPY,02/29/2024,494,put,bid,501.02,170,$1.88,$32K,split,804,2758,
02/09/2024,03:01:43 PM,SPY,02/23/2024,502,call,bid,501.02,201,$3.86,$77.6K,sweep,3080,66735,
02/09/2024,03:01:36 PM,SPY,02/12/2024,501,put,bid,501.04,1537,$1.11,$170.6K,sweep,42551,59,opening
02/09/2024,03:01:34 PM,SPY,02/09/2024,501,put,ask,501.04,1040,$0.35,$37.4K,sweep,161584,1621,
02/09/2024,03:01:27 PM,SPY,02/16/2024,501,call,bid,501.07,996,$3.17,$315.7K,sweep,27470,37848,
02/09/2024,03:01:11 PM,SPY,02/12/2024,500,put,below,501.06,406,$0.70,$28.4K,sweep,74647,1413,
02/09/2024,03:01:05 PM,SPY,02/13/2024,500,put,bid,501.06,222,$1.44,$32K,sweep,18842,1969,
02/09/2024,03:01:03 PM,SPY,05/17/2024,430,put,bid,501.04,593,$1.43,$84.8K,block,7894,10353,
02/09/2024,03:01:01 PM,SPY,02/09/2024,502,put,above,501.15,3171,$0.94,$299.7K,sweep,49225,964,opening
02/09/2024,03:01:01 PM,SPY,02/12/2024,501,put,above,501.16,430,$1.09,$47.2K,sweep,40184,59,opening
02/09/2024,03:01:00 PM,SPY,02/12/2024,501,call,below,501.17,590,$1.27,$75.1K,sweep,97481,3705,
02/09/2024,03:00:58 PM,SPY,02/09/2024,502,put,ask,501.16,435,$0.94,$40.9K,split,46054,964,
02/09/2024,03:00:56 PM,SPY,02/09/2024,502,put,mid,501.17,275,$0.93,$25.7K,sweep,45619,964,
02/09/2024,03:00:30 PM,SPY,05/17/2024,461,put,bid,501.26,160,$2.91,$46.6K,block,567,392,
02/09/2024,03:00:29 PM,SPY,06/28/2024,455,put,bid,501.25,487,$4.03,$196.3K,block,600,3423,
02/09/2024,03:00:25 PM,SPY,05/17/2024,460,put,ask,501.25,1673,$2.84,$475.1K,sweep,7085,5609,
02/09/2024,03:00:11 PM,SPY,02/12/2024,502,put,ask,501.29,200,$1.52,$30.4K,sweep,9567,385,
02/09/2024,03:00:06 PM,SPY,06/21/2024,458,put,mid,501.29,245,$3.98,$97.5K,sweep,246,1068,
02/09/2024,03:00:03 PM,SPY,05/17/2024,460,put,ask,501.29,2371,$2.83,$671K,sweep,5412,5609,
02/09/2024,03:00:03 PM,SPY,05/17/2024,459,put,ask,501.29,630,$2.76,$173.9K,sweep,748,1314,
02/09/2024,02:59:48 PM,SPY,03/01/2024,505,call,ask,501.27,558,$3.83,$213.7K,block,5857,14507,
02/09/2024,02:59:36 PM,SPY,02/12/2024,502,put,above,501.26,251,$1.54,$38.8K,sweep,9089,385,
02/09/2024,02:59:36 PM,SPY,02/09/2024,500,call,below,501.26,837,$1.30,$109.5K,sweep,528433,45384,
02/09/2024,02:59:33 PM,SPY,03/01/2024,505,call,bid,501.27,2442,$3.83,$935.3K,sweep,5299,14507,
02/09/2024,02:59:03 PM,SPY,02/09/2024,502,put,mid,501.31,513,$0.84,$43.6K,sweep,43971,964,
02/09/2024,02:57:59 PM,SPY,03/15/2024,492,put,ask,501.33,259,$3.13,$81.1K,sweep,4307,3663,
02/09/2024,02:57:48 PM,SPY,02/09/2024,501,call,ask,501.34,503,$0.58,$29.2K,sweep,320656,19179,
02/09/2024,02:57:18 PM,SPY,02/29/2024,493,put,ask,501.31,153,$1.65,$25.2K,sweep,1533,2208,
02/09/2024,02:57:18 PM,SPY,02/29/2024,495,put,ask,501.31,195,$2.05,$40K,sweep,2096,4763,
02/09/2024,02:57:09 PM,SPY,02/09/2024,502,put,bid,501.29,393,$0.85,$33.4K,sweep,42551,964,
02/09/2024,02:57:04 PM,SPY,02/09/2024,502,put,ask,501.29,300,$0.86,$25.8K,sweep,42056,964,
02/09/2024,02:57:00 PM,SPY,02/12/2024,501,call,bid,501.30,500,$1.38,$69K,sweep,96235,3705,
02/09/2024,02:56:54 PM,SPY,02/09/2024,501,call,bid,501.29,502,$0.54,$27.1K,sweep,319257,19179,
02/09/2024,02:56:44 PM,SPY,03/15/2024,485,put,ask,501.30,883,$1.98,$174.8K,sweep,24336,53027,
02/09/2024,02:56:40 PM,SPY,03/15/2024,480,put,bid,501.29,2495,$1.46,$364.3K,sweep,25775,47706,
02/09/2024,02:56:40 PM,SPY,03/15/2024,485,put,ask,501.29,1580,$1.98,$312.8K,sweep,23453,53027,
02/09/2024,02:56:26 PM,SPY,02/09/2024,501,call,bid,501.29,620,$0.55,$34.1K,sweep,318523,19179,
02/09/2024,02:55:55 PM,SPY,03/15/2024,516,call,bid,501.34,347,$2.09,$72.5K,sweep,1368,4281,
02/09/2024,02:55:51 PM,SPY,03/15/2024,485,put,ask,501.33,428,$1.98,$84.7K,sweep,21871,53027,
02/09/2024,02:55:49 PM,SPY,02/09/2024,500,call,ask,501.31,800,$1.39,$111.2K,sweep,526947,45384,
02/09/2024,02:55:47 PM,SPY,03/15/2024,485,put,ask,501.31,2072,$1.98,$410.3K,sweep,21443,53027,
02/09/2024,02:55:47 PM,SPY,03/15/2024,480,put,bid,501.30,2500,$1.46,$365K,sweep,23275,47706,
02/09/2024,02:55:44 PM,SPY,02/12/2024,502,call,mid,501.31,526,$0.90,$47.8K,sweep,49709,3056,
02/09/2024,02:55:29 PM,SPY,03/15/2024,494,put,bid,501.30,250,$3.61,$90.3K,sweep,2968,5745,
02/09/2024,02:55:16 PM,SPY,03/15/2024,480,put,bid,501.31,423,$1.47,$62.2K,sweep,20774,47706,
02/09/2024,02:55:02 PM,SPY,02/16/2024,502,call,bid,501.39,200,$2.85,$57K,split,13872,10107,
02/09/2024,02:54:27 PM,SPY,02/09/2024,500,call,ask,501.46,183,$1.50,$27.5K,sweep,525942,45384,
02/09/2024,02:54:19 PM,SPY,02/12/2024,501,call,mid,501.44,175,$1.47,$25.7K,sweep,95366,3705,
02/09/2024,02:53:49 PM,SPY,02/16/2024,502,call,below,501.42,500,$2.86,$143.2K,sweep,13660,10107,
02/09/2024,02:52:40 PM,SPY,05/17/2024,465,put,ask,501.47,500,$3.22,$161K,sweep,3794,16784,
02/09/2024,02:52:22 PM,SPY,05/17/2024,430,put,bid,501.42,752,$1.42,$106.8K,sweep,7280,10353,
02/09/2024,02:52:19 PM,SPY,05/17/2024,430,put,bid,501.42,1150,$1.42,$163.3K,sweep,6528,10353,
02/09/2024,02:52:13 PM,SPY,03/15/2024,486,put,bid,501.40,219,$2.10,$46K,sweep,8305,32474,
02/09/2024,02:52:13 PM,SPY,03/15/2024,488,put,bid,501.39,153,$2.39,$36.6K,sweep,3400,6119,
02/09/2024,02:52:11 PM,SPY,02/09/2024,502,put,bid,501.38,2998,$0.78,$233.8K,sweep,39748,964,opening
02/09/2024,02:52:11 PM,SPY,03/28/2024,480,put,ask,501.37,150,$2.32,$34.8K,split,5679,11253,
02/09/2024,02:52:11 PM,SPY,02/12/2024,501,call,bid,501.39,245,$1.46,$35.8K,sweep,94996,3705,
02/09/2024,02:52:04 PM,SPY,02/12/2024,502,put,bid,501.39,263,$1.50,$39.5K,block,8177,385,
02/09/2024,02:51:58 PM,SPY,02/13/2024,500,put,bid,501.41,250,$1.36,$34K,split,18005,1969,
02/09/2024,02:51:42 PM,SPY,02/16/2024,501,call,ask,501.37,500,$3.40,$170K,sweep,26136,37848,
02/09/2024,02:51:42 PM,SPY,03/15/2024,500,call,ask,501.36,200,$8.86,$177.2K,sweep,7160,30806,
02/09/2024,02:51:40 PM,SPY,02/12/2024,502,put,ask,501.36,165,$1.52,$25.1K,sweep,7841,385,
02/09/2024,02:51:29 PM,SPY,02/09/2024,500,call,mid,501.36,300,$1.40,$42.2K,sweep,525056,45384,
02/09/2024,02:51:27 PM,SPY,03/15/2024,487,put,bid,501.36,225,$2.25,$50.6K,sweep,2865,8209,
02/09/2024,02:51:26 PM,SPY,03/08/2024,486,put,bid,501.34,248,$1.44,$35.7K,sweep,475,1243,
02/09/2024,02:51:22 PM,SPY,02/16/2024,502,put,bid,501.33,207,$2.99,$61.9K,sweep,2472,385,
02/09/2024,02:51:06 PM,SPY,03/08/2024,512,call,bid,501.35,198,$2.49,$49.3K,sweep,1373,362,
02/09/2024,02:51:05 PM,SPY,03/08/2024,511,call,bid,501.37,208,$2.79,$58K,sweep,622,77,opening
02/09/2024,02:51:05 PM,SPY,03/08/2024,496,put,bid,501.37,453,$3.20,$145K,sweep,2604,2423,
02/09/2024,02:51:05 PM,SPY,03/08/2024,495,put,bid,501.37,412,$2.94,$121.1K,sweep,5328,3122,
02/09/2024,02:51:05 PM,SPY,03/08/2024,503,put,bid,501.37,250,$5.81,$145.3K,block,4516,4,opening
02/09/2024,02:50:50 PM,SPY,02/14/2024,500,put,bid,501.34,390,$1.67,$65.1K,sweep,9430,453,
02/09/2024,02:50:45 PM,SPY,02/16/2024,501,call,ask,501.31,200,$3.39,$67.8K,sweep,25622,37848,
02/09/2024,02:50:38 PM,SPY,02/12/2024,501,put,ask,501.35,481,$1.03,$49.5K,split,37031,59,opening
02/09/2024,02:50:22 PM,SPY,02/29/2024,505,call,ask,501.35,165,$3.69,$60.9K,sweep,1888,3385,
02/09/2024,02:50:20 PM,SPY,02/12/2024,502,put,above,501.34,236,$1.54,$36.5K,sweep,7135,385,
02/09/2024,02:50:20 PM,SPY,02/09/2024,499,call,bid,501.34,300,$2.34,$70.2K,sweep,225938,24621,
02/09/2024,02:50:19 PM,SPY,02/09/2024,499,call,mid,501.34,150,$2.35,$35.3K,block,225637,24621,
02/09/2024,02:50:10 PM,SPY,02/09/2024,501,put,ask,501.39,1129,$0.24,$27.1K,sweep,145080,1621,
